OBJECTID,ERC_ID,OBJECTID_1,ERC_ID_1,INCIDENT_TYPE,INCIDENT_STATUS,COMMS_COMMENT,ROAD_CLOSURE_TYPE,DECLARED_ROAD_NUMBER,DECLARED_ROAD_NAME,DECLARED_ROAD_DIRECTION,CLOSED_ROAD_NAME,CLOSED_ROAD_SRNS,CLOSED_ROAD_RMA_CLASS,CLOSED_ROAD_LGA,CLOSED_ROAD_VR_REGION,CLOSED_ROAD_SES_REGION,CLOSED_ROAD_TRAM,CLOSED_ROAD_BUS,INCIDENT_DISTANCE,INCIDENT_DIRECTION,INCIDENT_INT_ROAD_NAME,INCIDENT_LOCALITY,INCIDENT_MELWAY,INCIDENT_VCSD,START_INT_ROAD_NAME,START_INT_LOCALITY,END_INT_ROAD_NAME,END_INT_LOCALITY,DT_CREATED,DT_UPDATED,DT_PUBLISH_UNTIL,DT_LAST_LN_UPDATE,POINT_TYPE
1492,ERC013017,8582,ERC013017,Debris,inactive,Right-hand lane blocked outbound between CityLink and High Street due to debris.VicRoads Incident Response Service is on the way to the site.Drivers are advised to approach the area with caution.,Traffic Alert,2000,MONASH FREEWAY,forward,MONASH FREEWAY,M1,FW,"BOROONDARA, STONNINGTON",METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),72,"624, 734, 612",0,West,,HAWTHORN,59D2,79B7,CITYLINK,HAWTHORN,HIGH STREET,GLEN IRIS,08/08/2013 10:56:04,08/08/2013 13:30:39,08/08/2013 14:00:37,08/08/2013 13:30:38,MIDPOINT
1493,ERC013043,7216,ERC013043,Debris,inactive,Road has been made safe after a large diesel spill on Jumping Creek Road.,Traffic Alert,,,forward,JUMPING CREEK ROAD,,MU,MANNINGHAM,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,364,0,West,,WONGA PARK,24E10,79F5,HARTLEY ROAD,WONGA PARK,RINGWOOD-WARRANDYTE ROAD,WARRANDYTE,09/08/2013 06:58:49,09/08/2013 11:24:45,09/08/2013 11:37:40,09/08/2013 11:24:44,MIDPOINT
1494,ERC013062,7295,ERC013062,Police Incident,inactive,All lanes are now open on Park Street between Royal Parade and Dollman Street.,Traffic Alert,,,forward,PARK STREET,,MU,"MORELAND, MELBOURNE",METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),19,,0,East,,BRUNSWICK,29G10,78H6,ROYAL PARADE,BRUNSWICK,DOLLMAN STREET,BRUNSWICK,09/08/2013 13:22:18,09/08/2013 15:17:59,09/08/2013 15:32:24,09/08/2013 15:17:58,MIDPOINT
1495,ERC013067,6946,ERC013067,Weather,inactive,At 546 Toorak Road near St Georges Road a tree is in danger of falling onto Toorak Road between Kooyong Road and Orrong Road.Tram Service through the area has been halted. Emergency services are on site.Drivers are advised to avoid the area.,Road Closed,5898,TOORAK ROAD,forward,TOORAK ROAD,,AO,STONNINGTON,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),8,605,0,West,,TOORAK,58J4,79B7,ORRONG ROAD,TOORAK,KOOYONG ROAD,TOORAK,09/08/2013 18:14:50,09/08/2013 20:54:23,09/08/2013 21:54:21,09/08/2013 18:24:31,MIDPOINT
1496,ERC013069,8040,ERC013069,Police Incident,inactive,Due to police incident - Forest rd is closed in both direction - between Canterbury rd and Lake rd in Blackburn.   ,Road Closed,,,forward,FOREST ROAD,,MU,WHITEHORSE,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,"736, 703, 765, 735",0,South,,BLACKBURN,62C1,79D7,LAKE ROAD,BLACKBURN,CANTERBURY ROAD,BLACKBURN,09/08/2013 22:37:50,10/08/2013 04:40:55,10/08/2013 04:55:51,10/08/2013 04:40:54,MIDPOINT
1497,ERC013097,7772,ERC013097,Debris,inactive,Heyfield-Seaton Road is now open between Schoolhouse Lane and Cowwarr-Seaton Road.,Road Closed,,,forward,HEYFIELD-SEATON ROAD,,MU,WELLINGTON,EASTERN,GIPPSLAND (EAST),,,0,West,,SEATON,,82D8,SCHOOLHOUSE LANE,SEATON,COWWARR-SEATON ROAD,SEATON,12/08/2013 13:06:02,12/08/2013 16:51:31,12/08/2013 17:04:48,12/08/2013 16:51:29,MIDPOINT
1498,ERC011719,7012,ERC011719,Debris,inactive,All lanes are now clear due to earlier debris.,Traffic Alert,2900,WESTERN RING ROAD,forward,WESTERN RING ROAD,M80,FW,"HUME, MORELAND",METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),,542,0,SouthWest,,TULLAMARINE,16A2,78H5,TULLAMARINE FREEWAY,TULLAMARINE,SYDNEY ROAD,FAWKNER,04/07/2013 11:10:20,04/07/2013 14:12:32,04/07/2013 14:42:31,04/07/2013 14:12:32,MIDPOINT
1499,ERC011759,7365,ERC011759,Vehicle Collision,inactive,Police report that Centre Dandenong Rd has now re-opened.,Road Closed,5841,CENTRE DANDENONG ROAD,forward,CENTRE DANDENONG ROAD,,AO,KINGSTON,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,"825, 828, 903, 708",0,West,,CHELTENHAM,87B2,79B9,NEPEAN HIGHWAY,CHELTENHAM,WARRIGAL ROAD,CHELTENHAM,04/07/2013 18:51:48,04/07/2013 22:22:42,04/07/2013 22:52:41,04/07/2013 22:22:42,MIDPOINT
1500,ERC011770,7873,ERC011770,Vehicle Collision,inactive,All lanes are now clear due to earlier vehicle collision.,Traffic Alert,2900,WESTERN RING ROAD,forward,WESTERN RING ROAD,M80,FW,"HUME, MORELAND",METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),,"530, 531, 542",0,SouthWest,,TULLAMARINE,16A2,78H5,TULLAMARINE FREEWAY,TULLAMARINE,SYDNEY ROAD,FAWKNER,05/07/2013 10:43:02,05/07/2013 11:06:20,05/07/2013 11:36:19,05/07/2013 11:06:20,MIDPOINT
1502,ERC012132,8538,ERC012132,Emergency Works,inactive,Latrobe St west bound is closed at King St due to emergency works.  Delays are expected in the area. ,Traffic Alert,,,forward,LA TROBE STREET,,MU,MELBOURNE,METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),"30, 35, 75, 86, 95, 24","216, 219",0,West,,MELBOURNE,43E8,78H7,KING STREET,MELBOURNE,SPENCER STREET,DOCKLANDS,14/07/2013 05:56:48,14/07/2013 18:04:57,14/07/2013 18:19:57,14/07/2013 06:04:44,MIDPOINT
1503,ERC012340,7414,ERC012340,Fire,inactive,City of Greater Shepparton advises road closure due to tree fire.More information to follow.,Road Closed,,,forward,MITCHELL ROAD,,MU,SHEPPARTON,NORTH EASTERN,HUME (NORTH EAST),,,0,West,,KIALLA,,32H9,CENTRAL KIALLA ROAD,KIALLA,TREVASKIS ROAD,KIALLA,19/07/2013 08:13:34,19/07/2013 09:55:19,19/07/2013 10:10:18,19/07/2013 09:55:19,MIDPOINT
1504,ERC012431,7973,ERC012431,Emergency Works,inactive,All lanes are now clear due to earlier emergency works.,Road Closed,,,forward,NICHOLSON STREET,,MU,YARRA,METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),,,0,South,,ABBOTSFORD,44E6,78H6,MOLLISON STREET,ABBOTSFORD,GIPPS STREET,ABBOTSFORD,22/07/2013 09:48:39,22/07/2013 15:49:31,22/07/2013 16:04:30,22/07/2013 15:49:31,MIDPOINT
1505,ERC012506,7494,ERC012506,Emergency Works,inactive,All lanes are now clear due to earlier emergency works.,Traffic Alert,5768,BERWICK-CRANBOURNE ROAD,forward,BERWICK-CRANBOURNE ROAD,C407,AO,CASEY,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,,0,North,,CLYDE NORTH,131A7,95G3,THOMPSONS ROAD,CLYDE NORTH,GRICES ROAD,BERWICK,24/07/2013 09:13:22,24/07/2013 16:27:34,24/07/2013 16:42:33,24/07/2013 16:27:34,MIDPOINT
1506,ERC012456,7543,ERC012456,Emergency Works,inactive,All lanes are now clear due to earlier emergency works.,Traffic Alert,2900,WESTERN RING ROAD,forward,WESTERN RING ROAD,M80,FW,BRIMBANK,METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),,"476, 483, 465",0,,,TULLAMARINE,15E7,78F5,AIRPORT DRIVE,TULLAMARINE,CALDER FREEWAY,KEILOR EAST,23/07/2013 08:37:39,23/07/2013 08:37:53,23/07/2013 09:07:50,23/07/2013 08:37:51,MIDPOINT
1507,ERC012495,7954,ERC012495,Vehicle Collision,inactive,All lanes are now clear inbound between Jacksons Road and Wellington Road.,Traffic Alert,2000,MONASH FREEWAY,reverse,MONASH FREEWAY,M1,FW,MONASH,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,"862, 900, 802, 848, 850, 804, 691",0,SouthEast,,MULGRAVE,80J4,79D8,JACKSONS ROAD,MULGRAVE,WELLINGTON ROAD,MULGRAVE,24/07/2013 06:46:55,24/07/2013 08:18:22,24/07/2013 08:48:18,24/07/2013 08:18:22,MIDPOINT
1508,ERC012510,7495,ERC012510,Emergency Works,inactive,All lanes are now clear southbound between Ballarto Road and Skye Road.,Traffic Alert,2601,MORNINGTON PENINSULA FREEWAY,forward,MORNINGTON PENINSULA FREEWAY,M11,FW,FRANKSTON,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,"832, 833",0,NorthWest,,CARRUM DOWNS,100C7,95D4,BALLARTO ROAD,CARRUM DOWNS,SKYE ROAD,LANGWARRIN,24/07/2013 10:44:08,24/07/2013 15:24:53,24/07/2013 15:54:26,24/07/2013 15:24:53,MIDPOINT
1509,ERC012565,8450,ERC012565,Emergency Works,inactive,Left-hand lane closed northbound due to emergency works.Speed limit reduced to 60km/h.Works are expected to be completed by 4.00pm.,Traffic Alert,5768,BERWICK-CRANBOURNE ROAD,forward,BERWICK-CRANBOURNE ROAD,C407,AO,CASEY,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,,0,North,,CLYDE NORTH,131A7,95G3,THOMPSONS ROAD,CLYDE NORTH,GRICES ROAD,BERWICK,25/07/2013 09:08:05,25/07/2013 16:18:39,25/07/2013 16:33:39,25/07/2013 09:09:56,MIDPOINT
1510,ERC012747,7149,ERC012747,Emergency Works,inactive,All lanes are now clear in both directions after earlier emergency works.,Traffic Alert,5768,BERWICK-CRANBOURNE ROAD,forward,BERWICK-CRANBOURNE ROAD,C407,AO,CASEY,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,,0,North,,CLYDE NORTH,131A7,95G3,THOMPSONS ROAD,CLYDE NORTH,GRICES ROAD,BERWICK,31/07/2013 09:26:42,31/07/2013 15:34:53,31/07/2013 15:49:23,31/07/2013 15:34:52,MIDPOINT
1511,ERC011417,8646,ERC011417,Flood,inactive,,Road Closed,,,forward,BRISTOWS LANE,,MU,WELLINGTON,EASTERN,GIPPSLAND (EAST),,,0,NorthEast,,PEARSONDALE,,99B4,FISKS LANE,PEARSONDALE,TYLERS ROAD,PEARSONDALE,25/06/2013 17:15:26,11/07/2013 16:48:57,11/07/2013 17:03:54,11/07/2013 16:48:57,MIDPOINT
1512,ERC011477,7417,ERC011477,Vehicle Breakdown,inactive,All lanes are now clear due to a car breakdown.,Traffic Alert,2830,EASTERN FREEWAY,forward,EASTERN FREEWAY,M3,FW,"MANNINGHAM, WHITEHORSE",METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,"271, 273, 286, 901, 902, 906, 684",0,West,,BLACKBURN NORTH,48C5,79D6,BLACKBURN ROAD,BLACKBURN NORTH,SPRINGVALE ROAD,DONVALE,26/06/2013 14:58:10,26/06/2013 15:24:24,26/06/2013 15:54:00,26/06/2013 15:24:24,MIDPOINT
1513,ERC011610,7112,ERC011610,Emergency Works,inactive,All lanes are now clear outbound over Eastlink due to emergency road works.,Traffic Alert,2000,MONASH FREEWAY,forward,MONASH FREEWAY,M1,FW,"MONASH, CASEY, DANDENONG",METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,"862, 802, 850, 804, 901",0,North,,ENDEAVOUR HILLS,81D10,79E8,HEATHERTON ROAD,ENDEAVOUR HILLS,JACKSONS ROAD,MULGRAVE,02/07/2013 12:46:27,02/07/2013 14:16:20,02/07/2013 14:45:55,02/07/2013 14:16:20,MIDPOINT
1514,ERC011917,8080,ERC011917,Vehicle Breakdown,inactive,All lanes are now clear due to an earlier vehicle breakdown.,Traffic Alert,2880,METROPOLITAN RING ROAD,forward,METROPOLITAN RING ROAD,M80,FW,WHITTLESEA,METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),,"563, 566, 556, 562",0,West,,THOMASTOWN,9E9,79B4,DALTON ROAD,THOMASTOWN,PLENTY ROAD,BUNDOORA,09/07/2013 08:27:59,09/07/2013 11:29:33,09/07/2013 11:59:23,09/07/2013 11:29:24,MIDPOINT
1515,ERC012017,7116,ERC012017,Emergency Works,inactive,All lanes are now clear  northbound due to earlier emergency water works.,Traffic Alert,5843,WARRIGAL ROAD,forward,WARRIGAL ROAD,,AO,"BOROONDARA, WHITEHORSE",METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),70,903,0,South,,BURWOOD,60H2,79C7,RIVERSDALE ROAD,BURWOOD,CHESTER STREET,SURREY HILLS,10/07/2013 11:11:56,10/07/2013 14:39:45,10/07/2013 14:51:21,10/07/2013 14:39:28,MIDPOINT
1516,ERC012023,7655,ERC012023,Vehicle Collision,inactive,All lanes are now clear after an earlier collision.,Traffic Alert,2830,EASTERN FREEWAY,reverse,EASTERN FREEWAY,M3,FW,"YARRA, BOROONDARA","METRO NORTH WEST, METRO SOUTH EAST",MELBOURNE METROPOLITAN (CENTRAL),,"302, 309, 313, 315, 340, 350, 905, 246, 303, 305, 318, 908, 203, 906, 907, 684, 609",0,East,,KEW,44E3,79B6,CHANDLER HIGHWAY,KEW,HODDLE STREET,ABBOTSFORD,10/07/2013 14:59:06,10/07/2013 16:02:38,10/07/2013 16:28:53,10/07/2013 16:02:21,MIDPOINT
1517,ERC012027,7699,ERC012027,Vehicle Collision,inactive,All lanes are now clear due to an earlier collision.,Traffic Alert,2000,MONASH FREEWAY,forward,MONASH FREEWAY,M1,FW,"MONASH, CASEY, DANDENONG",METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,"862, 802, 850, 804, 901, 691",0,NorthWest,,MULGRAVE,81D10,79E8,JACKSONS ROAD,MULGRAVE,HEATHERTON ROAD,ENDEAVOUR HILLS,10/07/2013 16:13:25,10/07/2013 18:40:28,10/07/2013 19:10:27,10/07/2013 18:40:28,MIDPOINT
1518,ERC012080,7676,ERC012080,Vehicle Collision,inactive,All approaches to the Frankston-Flinders Road and Western Port Highway roundabout are open with a reduced speed limit of 40 kmh until Monday.  ,Traffic Alert,5757,FRANKSTON-FLINDERS ROAD,forward,FRANKSTON-FLINDERS ROAD,C777,AO,MORNINGTON PENINSULA,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,"783, 782",0,North,,SOMERVILLE,148J6,95E5,BUNGOWER ROAD,SOMERVILLE,WESTERN PORT HIGHWAY,HASTINGS,11/07/2013 16:43:48,15/07/2013 10:12:51,15/07/2013 10:12:50,15/07/2013 10:12:51,MIDPOINT
1519,ERC012125,7453,ERC012125,Emergency Works,inactive,,,2996,EASTLINK,forward,EASTLINK,M3,FW,"MANNINGHAM, WHITEHORSE, MAROONDAH",METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,"303, 270, 271, 273, 742, 901, 902, 907, 684",0,West,,DONVALE,63E1,79E7,SPRINGVALE ROAD,DONVALE,CANTERBURY ROAD,RINGWOOD,13/07/2013 21:10:15,14/07/2013 07:09:19,,,MIDPOINT
1520,ERC012168,7466,ERC012168,Police Incident,inactive,All lanes are now open to traffic between Glasgow Avenue and Banbury Road after an earlier Police incident.,Road Closed,,,forward,MASSEY AVENUE,,MU,DAREBIN,METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),,558,0,North,,RESERVOIR,18D2,78H5,GLASGOW AVENUE,RESERVOIR,BANBURY ROAD,RESERVOIR,16/07/2013 05:18:05,16/07/2013 14:28:44,16/07/2013 14:43:09,16/07/2013 14:28:43,MIDPOINT
1521,ERC012213,7488,ERC012213,Emergency Works,inactive,UPDATE - ROAD CLOSED on Salmon Street between Woolboard Road and the West Gate Freeway due to emergency power worksTraffic is being diverted to Todd Road or Ingles Street.Emergency services are on site.Drivers are advised to avoid the area,Traffic Alert,,,forward,SALMON STREET,,MU,"MELBOURNE, PORT PHILLIP",METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),,"235, 238, 606",0,North,,PORT MELBOURNE,42J12,78G7,ROCKLEA DRIVE,PORT MELBOURNE,WEST GATE FREEWAY,PORT MELBOURNE,16/07/2013 16:32:29,17/07/2013 06:37:44,17/07/2013 06:52:42,16/07/2013 16:51:49,MIDPOINT
1522,ERC012216,7371,ERC012216,Debris,inactive,All lanes are now clear inbound between the Hoppers Crossing entry ramp and Forsythe Road.,Traffic Alert,2500,PRINCES FREEWAY WEST,reverse,PRINCES FREEWAY,M1,FW,WYNDHAM,METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),,413,134,East,,WILLIAMS LANDING,203F12,78D7,FORSYTH ROAD,POINT COOK,FORSYTH ROAD,POINT COOK,16/07/2013 18:02:51,16/07/2013 18:27:52,16/07/2013 18:56:18,16/07/2013 18:27:51,MIDPOINT
1523,ERC012276,7702,ERC012276,Vehicle Collision,inactive,All lanes are now open eastbound between Gilbert Road and St Georges Road.,Traffic Alert,2400,STATE (BELL/SPRINGVALE) HIGHWAY,forward,BELL STREET,,AH,DAREBIN,METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),"112, 11","513, 903",0,West,,PRESTON,30C1,78H5,GILBERT ROAD,PRESTON,BELL STREET,PRESTON,18/07/2013 09:22:51,18/07/2013 09:58:44,18/07/2013 10:27:30,18/07/2013 09:58:43,MIDPOINT
1524,ERC012365,8650,ERC012365,Vehicle Collision,inactive,Old Geelong Road is closed from Bladin Street to the freeway due to a motor vehicle collision.Emergency services are on site.More information to follow.,Road Closed,5444,OLD GEELONG ROAD,forward,OLD GEELONG ROAD,,AO,"WYNDHAM, HOBSONS BAY",METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),,"400, 446, 414, 417",0,NorthEast,,LAVERTON,53E5,78E7,BLADIN STREET,LAVERTON,PRINCES IN-OLD GEELONG RAMP OF,LAVERTON,19/07/2013 12:16:26,19/07/2013 13:43:01,19/07/2013 13:42:59,19/07/2013 13:43:00,MIDPOINT
1525,ERC012400,7458,ERC012400,Weather,inactive,Midday Update: The Omeo Highway remains closed from Mitta Mitta to Glen Wills due to snow and trees across the road.VicRoads are on site clearing the tree and snow. An assessment to reopen the road will be carried out 4pm Alternate route is the Great Alpine Road. ,Road Closed,2560,OMEO HIGHWAY,forward,OMEO HIGHWAY,C543,AO,TOWONG,NORTH EASTERN,HUME (NORTH EAST),,,231,East,,ESKDALE,,50H3,DRUMMOND STREET,ESKDALE,BIG RIVER LOG ROAD,MITTA MITTA,20/07/2013 14:49:44,21/07/2013 13:28:03,21/07/2013 14:28:00,21/07/2013 13:28:02,MIDPOINT
1527,ERC012460,8318,ERC012460,Emergency Works,inactive,All lanes are now clear due to earlier emergency works.,Traffic Alert,5768,BERWICK-CRANBOURNE ROAD,forward,BERWICK-CRANBOURNE ROAD,C407,AO,CASEY,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,,0,North,,CLYDE NORTH,131A7,95G3,THOMPSONS ROAD,CLYDE NORTH,GRICES ROAD,BERWICK,23/07/2013 09:12:29,23/07/2013 16:19:32,23/07/2013 16:34:30,23/07/2013 16:19:32,MIDPOINT
1528,ERC012760,7381,ERC012760,Debris,inactive,All lanes are now clear due to earlier debris.,Traffic Alert,2000,MONASH FREEWAY,reverse,MONASH FREEWAY,M1,FW,"STONNINGTON, MONASH",METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,"624, 734, 903, 767, 612, 623",0,SouthEast,,CHADSTONE,69F3,79C7,WARRIGAL ROAD,CHADSTONE,HIGH STREET,GLEN IRIS,31/07/2013 14:22:13,31/07/2013 15:05:11,31/07/2013 15:34:57,31/07/2013 15:05:11,MIDPOINT
1529,ERC012777,7902,ERC012777,Fire,inactive,All lanes are now OPEN in McKechnie Street.,Road Closed,,,forward,MCKECHNIE STREET,,MU,BRIMBANK,METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),,"422, 423, 424, 425",0,NorthWest,,ST ALBANS,26A2,78E5,MAIN ROAD W,ST ALBANS,ANDREA STREET,ST ALBANS,01/08/2013 06:18:34,01/08/2013 10:00:00,01/08/2013 10:14:25,01/08/2013 10:00:00,MIDPOINT
1530,ERC012778,7903,ERC012778,Fire,inactive,All lanes are now OPEN in Gooding Street.,Road Closed,,,forward,GOODING STREET,,MU,BRIMBANK,METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),,423,0,NorthWest,,ST ALBANS,26B3,78E5,GRATZ STREET,ST ALBANS,WILLIS STREET,ST ALBANS,01/08/2013 06:20:14,01/08/2013 10:01:17,01/08/2013 10:15:13,01/08/2013 10:01:17,MIDPOINT
1531,ERC012783,7230,ERC012783,Police Incident,inactive,All lanes are now clear due to an earlier collision. ,Traffic Alert,5803,DONCASTER-MORDIALLOC ROAD,forward,MIDDLEBOROUGH ROAD,,AO,WHITEHORSE,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,"733, 735, 732",0,North,,BLACKBURN SOUTH,61F5,79D7,ELEY ROAD,BLACKBURN SOUTH,BURWOOD HIGHWAY,BURWOOD,01/08/2013 07:46:21,01/08/2013 18:10:42,01/08/2013 18:25:39,01/08/2013 18:10:43,MIDPOINT
1532,ERC012785,8206,ERC012785,Emergency Works,inactive,All lanes are now clear due to earlier emergency works.,Traffic Alert,2720,MAROONDAH HIGHWAY,forward,MAROONDAH HIGHWAY,,AH,MAROONDAH,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,"670, 684",0,SouthWest,,RINGWOOD,50A6,79E6,HERBERT STREET,RINGWOOD,WINGROVE PLACE,RINGWOOD,01/08/2013 08:27:13,01/08/2013 15:09:32,01/08/2013 15:39:32,01/08/2013 15:09:33,MIDPOINT
1533,ERC012859,7175,ERC012859,Vehicle Collision,inactive,Police have closed the Westernport Hwy from North Rd to Baxter -Tooradin Rd due to a collsion at Robinsons Rd. Alternate routes are Frankston-Flinders Rd and South Gippsland Hwy.Motorists should avoid the area. ,Road Closed,2230,WESTERN PORT HIGHWAY,forward,DANDENONG-HASTINGS ROAD,A780,AH,"CASEY, MORNINGTON PENINSULA, FRANKSTON",METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,776,17,South,ROBINSONS ROAD,LANGWARRIN SOUTH,140E2,95E4,BAXTER-TOORADIN ROAD,LANGWARRIN SOUTH,NORTH ROAD,CRANBOURNE SOUTH,02/08/2013 20:38:52,03/08/2013 01:34:40,03/08/2013 01:34:33,03/08/2013 01:34:38,INCIDENT
1534,ERC012860,7363,ERC012860,Vehicle Collision,inactive,Police have closed Ballarat Rd in both directions due to a 2 car collision from Harvester Rd to Northumberland Rd Sunshine. Police expect to open the road to remain closed until 9 am.Motorists are advised to avoid the area. Alternate route is Sunshine Rd to Anderson Rd. ,Road Closed,2520,WESTERN HIGHWAY,forward,BALLARAT ROAD,,AH,BRIMBANK,METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),,"220, 408, 215",0,,,SUNSHINE,26H10,78F6,HARVESTER ROAD,SUNSHINE,NORTHUMBERLAND ROAD,SUNSHINE,03/08/2013 01:45:28,03/08/2013 09:01:38,03/08/2013 09:01:32,03/08/2013 09:01:37,MIDPOINT
1535,ERC012875,7013,ERC012875,Vehicle Collision,inactive,All lanes are now open due to an earlier collision.,Road Closed,2690,BORUNG HIGHWAY,forward,BORUNG HIGHWAY,C234,AO,"YARRIAMBIACK, HINDMARSH",WESTERN,GRAMPIANS (MID WEST),,,0,NorthEast,,DIMBOOLA,,26D8,DIMBOOLA EAST ROAD,DIMBOOLA,GEODETIC ROAD,DIMBOOLA,05/08/2013 05:03:32,05/08/2013 08:12:11,05/08/2013 09:12:10,05/08/2013 08:12:11,MIDPOINT
1536,ERC012880,8345,ERC012880,Emergency Works,inactive,All lanes are now clear due to earlier emergency water works.,Traffic Alert,5302,HIGHBURY ROAD,forward,HIGHBURY ROAD,,AO,"WHITEHORSE, MONASH",METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,,0,West,,BURWOOD,60K7,79C7,IRELAND STREET,BURWOOD,MONTPELLIER ROAD,BURWOOD,05/08/2013 09:43:36,05/08/2013 14:46:04,05/08/2013 15:01:03,05/08/2013 14:46:04,MIDPOINT
1537,ERC011326,7827,ERC011326,Weather,inactive,Marysville-Woods Point road between Cumberland Junction ,Road Closed,4961,MARYSVILLE-WOODS POINT ROAD,forward,WOODS POINT ROAD,C512,AO,"MURRINDINDI, YARRA RANGES","NORTH EASTERN, METRO SOUTH EAST",MELBOURNE METROPOLITAN (CENTRAL),,,0,NorthWest,,MARYSVILLE,,80D2,BUXTON-MARYSVILLE ROAD,MARYSVILLE,LAKE MOUNTAIN ROAD,CAMBARVILLE,23/06/2013 14:57:53,25/06/2013 08:37:24,25/06/2013 09:36:57,25/06/2013 08:37:23,MIDPOINT
1538,ERC011608,8603,ERC011608,Emergency Works,inactive,All lanes are now clear northbound on Peninsula Link between Golf Links Road and Cranbourne-Frankston Road due to earlier road works.,Traffic Alert,2601,MORNINGTON PENINSULA FREEWAY,forward,MORNINGTON PENINSULA FREEWAY,M11,FW,FRANKSTON,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,"789, 790, 791, 771, 777, 776",0,North,,LANGWARRIN,103B10,95D4,ROBINSONS ROAD,LANGWARRIN,CRANBOURNE ROAD,LANGWARRIN,02/07/2013 12:10:46,02/07/2013 17:39:31,02/07/2013 18:08:39,02/07/2013 17:39:30,MIDPOINT
1539,ERC011612,7659,ERC011612,Vehicle Collision,inactive,All lanes are now clear northbound near Cranbourne-Frankston Road due to an earlier vehicle collision.,Traffic Alert,2601,MORNINGTON PENINSULA FREEWAY,forward,MORNINGTON PENINSULA FREEWAY,M11,FW,FRANKSTON,METRO SOUTH EAST,MELBOURNE METROPOLITAN (CENTRAL),,"789, 790, 791, 771, 777, 776",0,North,,LANGWARRIN,103B10,95D4,ROBINSONS ROAD,LANGWARRIN,CRANBOURNE ROAD,LANGWARRIN,02/07/2013 13:18:29,02/07/2013 17:36:32,02/07/2013 18:06:00,02/07/2013 17:36:31,MIDPOINT
1540,ERC011629,7378,ERC011629,Vehicle Collision,inactive,All lanes are now open due to an earlier collision.,Traffic Alert,2998,SOUTHERN LINK TOLLWAY,forward,CITYLINK,M1,FW,YARRA,METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),,,0,West,,RICHMOND,44G12,79B7,CITYLINK OUT-BURNLEY RAMP OF,RICHMOND,GIBDON-CITYLINK IN RAMP ON,BURNLEY,03/07/2013 08:06:45,03/07/2013 08:17:42,03/07/2013 08:47:39,03/07/2013 08:17:41,MIDPOINT
1541,ERC011631,8353,ERC011631,Emergency Works,inactive,All lanes are now open due to earlier emergency water works,Traffic Alert,5603,CHILDS ROAD,forward,CHILDS ROAD,,AO,WHITTLESEA,METRO NORTH WEST,MELBOURNE METROPOLITAN (CENTRAL),,"563, 566, 572, 562",0,SouthEast,,MILL PARK,9K5,79B4,REDLEAP AVENUE,MILL PARK,PLENTY ROAD,MILL PARK,03/07/2013 09:02:16,03/07/2013 15:13:03,03/07/2013 15:28:02,03/07/2013 15:13:03,MIDPOINT
